0,1.4454952,0.47793335
1,1.4418623,0.4836159
2,1.4355792,0.49526918
3,1.425094,0.5151967
4,1.4133887,0.5416328
5,1.4036096,0.5697924
6,1.39687,0.59473646
7,1.3931067,0.61474323
8,1.3904611,0.629946
9,1.3892521,0.64098895
10,1.388164,0.64932925
11,1.3878003,0.65552217
12,1.387345,0.6606567
13,1.387045,0.6645843
14,1.3867549,0.6676899
15,1.3867091,0.67027926
16,1.3866266,0.6724894
17,1.3867148,0.67435884
18,1.3866338,0.6763103
19,1.3865306,0.67788625
20,1.3864843,0.67917943
21,1.3864383,0.68029374
22,1.3864198,0.6812403
23,1.3863962,0.682063
24,1.3863783,0.68283355
25,1.3863814,0.68355787
26,1.3863916,0.6842795
27,1.386376,0.68492246
28,1.3863405,0.6855056
29,1.3863151,0.6859703
30,1.3863105,0.6863854
31,1.3863058,0.6867303
32,1.3863126,0.6870305
33,1.3863295,0.6873886
34,1.3863109,0.6877729
35,1.3863039,0.68804276
36,1.3862909,0.6882528
37,1.3862817,0.6883749
38,1.3862967,0.6885475
39,1.3863096,0.6888057
40,1.3862984,0.68910784
41,1.3862789,0.6892407
42,1.3862916,0.68923163
43,1.3862884,0.6892946
44,1.3863153,0.6896746
45,1.3862984,0.68997264
46,1.3862889,0.69011796
47,1.3862867,0.6901564
48,1.386292,0.69017875
49,1.3862988,0.6903333
50,1.386299,0.6905719
51,1.3862993,0.69079477
52,1.3863001,0.6909778
53,1.3862953,0.6911125
54,1.3862967,0.69123054
55,1.3862971,0.69132483
56,1.3862958,0.69141054
57,1.386295,0.69147485
58,1.3862984,0.6915525
59,1.3862922,0.6916111
60,1.3862895,0.69167495
61,1.3862921,0.6917263
62,1.3862965,0.69177485
63,1.3862938,0.6918164
64,1.3862942,0.6918529
65,1.3862963,0.6918912
66,1.3862958,0.6919353
67,1.3862965,0.6919611
68,1.3862906,0.69198036
69,1.3863047,0.6919751
70,1.3862942,0.6920095
71,1.3862939,0.6920338
72,1.386296,0.6920589
73,1.3862942,0.6920886
74,1.3862925,0.69211006
75,1.386296,0.69210625
76,1.3862925,0.69209677
77,1.3862941,0.6920277
78,1.3862919,0.6919564
79,1.3862927,0.6918926
80,1.38629,0.6917722
81,1.3862967,0.6916144
82,1.3862925,0.6915198
83,1.3862877,0.69137955
84,1.3862897,0.6912073
85,1.3862867,0.69085866
86,1.3862942,0.6905784
87,1.3862827,0.6903232
88,1.3862888,0.6903435
89,1.3862897,0.6903103
90,1.3862914,0.69043756
91,1.3862919,0.6904014
92,1.386296,0.69030756
93,1.3862865,0.6902976
94,1.3862967,0.69032204
95,1.3862832,0.6900115
96,1.3862954,0.689914
97,1.3862857,0.69010484
98,1.3862889,0.6898109
99,1.3862801,0.68970037
100,1.3862911,0.6899735
101,1.3862967,0.6898962
102,1.3862891,0.6897678
103,1.3863057,0.6895221
104,1.3862863,0.6895215
105,1.3862802,0.68952864
106,1.3862883,0.68958575
107,1.3862863,0.6896514
108,1.3862906,0.6898068
109,1.3862863,0.6899035
110,1.3862845,0.6901036
111,1.3862904,0.6903613
112,1.3862932,0.6905106
113,1.3862857,0.6903836
114,1.3862872,0.69019145
115,1.3862888,0.69016343
116,1.386278,0.6900236
117,1.3862895,0.6900144
118,1.3862823,0.6901052
119,1.3862622,0.6896577
120,1.386286,0.6899109
121,1.386286,0.6899684
122,1.3862877,0.6899632
123,1.3862933,0.689587
124,1.3862878,0.6893976
125,1.3862906,0.68951964
126,1.386293,0.68980676
127,1.3862789,0.68991685
128,1.3862815,0.68996394
129,1.38628,0.6900373
130,1.3862877,0.6901593
131,1.3862859,0.69018275
132,1.3862884,0.69021845
133,1.3862933,0.6902205
134,1.3862898,0.69015014
135,1.3862935,0.69022405
136,1.3862911,0.6902174
137,1.3862898,0.690327
138,1.3862888,0.69034654
139,1.3863008,0.6902785
140,1.3862915,0.69025636
141,1.3862942,0.69030577
142,1.3862958,0.6900458
143,1.3862821,0.6899735
144,1.3862768,0.6900921
145,1.386291,0.69027346
146,1.386293,0.69046533
147,1.38629,0.6905372
148,1.386275,0.69050145
149,1.3862964,0.6902187
150,1.3862916,0.690214
151,1.3862975,0.69040537
152,1.3862915,0.69034606
153,1.3863143,0.6900153
154,1.3862823,0.6898529
155,1.3862897,0.68990576
156,1.3862903,0.68994963
157,1.386284,0.68985695
158,1.3862808,0.689942
159,1.3862921,0.69012666
160,1.3862969,0.68999064
161,1.3862779,0.6901219
162,1.386281,0.69004077
163,1.3862909,0.6901859
164,1.3862876,0.69039285
165,1.3862977,0.6903294
166,1.3863007,0.6901695
167,1.386285,0.69029045
168,1.3862894,0.6901909
169,1.3862916,0.69007546
170,1.3862829,0.69004554
171,1.3862883,0.68978745
172,1.3863031,0.6897081
173,1.3862967,0.6899392
174,1.3862906,0.6900914
175,1.386272,0.69010544
176,1.3862698,0.69014525
177,1.3862785,0.6900411
178,1.3862857,0.6900149
179,1.3862927,0.6898221
180,1.3862865,0.6899382
181,1.3862946,0.689978
182,1.38629,0.68993264
183,1.386295,0.6899101
184,1.3862815,0.68957055
185,1.3862988,0.689585
186,1.3863096,0.6896017
187,1.3862818,0.68981004
188,1.3862851,0.68935454
189,1.3862871,0.6894717
190,1.3862817,0.68943197
191,1.38629,0.6896752
192,1.386285,0.6896555
193,1.3862835,0.689722
194,1.3863024,0.6896663
195,1.3862817,0.6897869
196,1.3862909,0.6897927
197,1.3862778,0.68920714
198,1.3863041,0.6887313
199,1.3862891,0.68895775
200,1.386288,0.6891915
201,1.3863028,0.68924814
202,1.3862982,0.6894112
203,1.3862971,0.6895353
204,1.386316,0.6892315
205,1.3862813,0.68913805
206,1.3862933,0.68912333
207,1.3862916,0.68894523
